Account,Closed PnL,classification,timestamp_dt,date,Side,Size USD
trader_4,127.72940175993803,Greed,2025-02-16,2025-03-09,BUY,6034.772511568356
trader_1,-128.57618301960815,Fear,2025-01-26,2025-02-07,BUY,18448.350034006384
trader_26,-125.46684917543973,Fear,2025-03-31,2025-01-02,BUY,9427.311704924738
trader_3,204.20358158235803,Fear,2025-01-11,2025-01-24,SELL,9416.462906015777
trader_12,-29.17311352080324,Fear,2025-02-23,2025-01-02,SELL,17430.06768121984
trader_23,41.2953935149368,Neutral,2025-02-04,2024-12-02,SELL,6272.985473561668
trader_28,68.23363597211966,Fear,2025-02-08,2025-04-17,BUY,14089.503972898645
trader_3,270.1422822473327,Greed,2025-04-18,2025-02-04,SELL,14569.69993080096
trader_21,248.46902404239333,Greed,2024-12-11,2024-12-15,SELL,9126.7677606419
trader_18,101.25770293985809,Fear,2024-12-04,2025-03-26,SELL,7012.230084658258
trader_24,-51.2367692792175,Fear,2025-02-17,2025-01-30,BUY,15059.78494237511
trader_4,397.1846187845399,Neutral,2025-04-02,2025-03-31,SELL,5490.513352796013
trader_29,155.11750079223498,Greed,2025-02-17,2025-04-01,SELL,16476.543131945567
trader_17,255.0569748246693,Greed,2025-04-29,2024-12-23,BUY,8620.023745370188
trader_12,14.242265277194171,Greed,2025-04-17,2024-12-25,BUY,858.3577219022576
trader_20,-123.43702545112419,Greed,2024-12-20,2025-03-09,SELL,11600.787498485399
trader_8,126.33992717808766,Neutral,2025-03-06,2025-03-04,SELL,4291.146616361727
trader_25,52.512278180368185,Neutral,2025-02-11,2025-03-22,SELL,9598.021896915581
trader_17,297.7831916587353,Greed,2025-01-13,2025-02-21,BUY,16262.541689618967
trader_14,34.79674097339394,Greed,2024-12-31,2025-04-08,BUY,4205.254483503784
trader_22,-16.899945696945764,Neutral,2025-02-13,2025-03-19,SELL,4558.2000680302135
trader_20,242.51162117667326,Greed,2025-01-10,2025-03-18,BUY,9739.99671729529
trader_11,-12.762242499793047,Fear,2024-12-04,2024-12-20,BUY,9791.772127089156
trader_8,8.666501340973518,Greed,2025-03-24,2024-12-29,BUY,9346.563599043191
trader_1,-181.6682922066329,Greed,2024-12-14,2025-04-15,SELL,14042.613066905435
trader_21,219.13903420164513,Neutral,2025-01-23,2025-01-31,BUY,5747.409888363187
trader_17,23.355027302722885,Greed,2025-03-02,2025-04-21,BUY,5580.292128646139
trader_20,-126.65002375406442,Greed,2025-04-07,2025-04-10,SELL,936.0413102582763
trader_28,223.7965028678391,Fear,2025-02-27,2024-12-03,BUY,7943.826348210783
trader_18,10.062223198664249,Fear,2025-02-25,2025-01-24,SELL,4317.577555493372
trader_29,322.71318261667767,Greed,2025-01-02,2025-04-28,BUY,12036.167163068525
trader_10,241.50989765018335,Greed,2025-04-16,2025-01-13,SELL,4032.8284498392472
trader_9,-131.0606683188678,Greed,2025-02-27,2025-03-23,BUY,17943.35551532831
trader_2,158.391501438144,Fear,2025-02-20,2025-03-02,BUY,17055.7792865354
trader_20,207.6551013596967,Greed,2025-01-12,2024-12-05,BUY,15420.813515262435
trader_3,-201.4632880387278,Greed,2025-04-14,2025-01-08,BUY,16266.221624313095
trader_1,11.198108105774992,Fear,2025-02-26,2024-12-10,SELL,19211.873727542687
trader_28,-30.562531050461885,Greed,2025-01-09,2025-02-01,BUY,6736.2743383229545
trader_1,213.06392926079516,Greed,2025-02-23,2024-12-09,BUY,19607.25442091221
trader_18,-85.2912141856892,Greed,2025-03-29,2025-02-22,BUY,17865.19198001829
trader_8,89.72914686991086,Fear,2025-01-31,2025-03-21,SELL,7556.8957477138965
trader_18,340.22159231075443,Greed,2025-01-04,2024-12-29,BUY,17349.441068654316
trader_30,-254.34936180057343,Greed,2024-12-11,2025-04-18,BUY,17997.443525422463
trader_1,64.32728346541077,Greed,2025-04-09,2025-03-09,BUY,1203.7220965913082
trader_22,69.38245945463622,Greed,2025-02-17,2024-12-15,SELL,17581.266201547383
trader_17,-321.39093323511025,Fear,2025-02-17,2025-05-01,BUY,8948.269849829845
trader_10,-201.24212973146606,Fear,2025-04-12,2025-01-04,SELL,16321.207331734786
trader_9,180.05759456051314,Greed,2025-03-26,2025-01-30,BUY,2667.6978334645705
trader_22,41.53209884292297,Greed,2025-01-15,2024-12-20,BUY,3857.646710130596
trader_10,79.34475308458835,Greed,2024-12-21,2025-01-27,SELL,19586.134426123914
trader_22,28.116872970405748,Fear,2025-04-16,2025-03-10,BUY,8615.520032108885
trader_1,236.72626214308272,Greed,2025-02-09,2025-04-27,SELL,16069.879057470322
trader_16,410.4864858015807,Greed,2024-12-17,2025-02-24,SELL,15129.76013884598
trader_7,217.17533773471496,Fear,2025-02-04,2025-02-26,SELL,15827.960777618773
trader_3,-302.11247395690725,Fear,2024-12-26,2025-04-21,BUY,15410.13642527159
trader_17,44.57225652856476,Fear,2025-03-19,2025-04-20,BUY,18322.21179755894
trader_9,261.97559644600744,Fear,2025-01-09,2024-12-01,SELL,12055.444074562587
trader_15,-14.352655221615748,Fear,2024-12-16,2025-03-24,BUY,8796.36864029341
trader_8,263.0772703068253,Fear,2025-01-04,2025-03-01,SELL,18541.98244648143
trader_4,-0.5493977821295886,Neutral,2025-02-02,2024-12-13,BUY,7460.579859492047
trader_19,-137.83599126218488,Fear,2025-04-22,2025-04-15,SELL,12798.626378250568
trader_2,158.13940814945005,Greed,2025-03-31,2024-12-18,SELL,17176.752401730555
trader_2,118.66288336454525,Fear,2024-12-30,2025-01-21,BUY,18362.3394702262
trader_13,-40.183670191926424,Fear,2025-05-01,2025-02-08,SELL,19013.88736266572
trader_27,245.1174244837051,Greed,2025-04-28,2025-01-27,SELL,13368.688394978148
trader_19,-228.2192560984799,Greed,2025-02-18,2024-12-27,BUY,14543.907135502266
trader_1,207.8011635209779,Neutral,2025-03-10,2025-04-25,BUY,10201.653582580824
trader_28,-31.979476791394077,Neutral,2024-12-02,2025-01-26,BUY,6055.403565065311
trader_26,313.8104228555683,Fear,2024-12-16,2025-04-03,SELL,815.5007476844833
trader_23,172.63690127538632,Greed,2024-12-07,2025-03-24,BUY,4829.794340488516
trader_15,-1.8294823880240259,Fear,2025-04-22,2024-12-09,SELL,19609.20720277007
trader_2,-94.9164898205085,Fear,2024-12-23,2025-02-17,BUY,16224.445682442056
trader_28,-192.99048081879414,Neutral,2024-12-01,2025-04-30,BUY,9841.201709494466
trader_16,38.35218724627923,Fear,2025-03-26,2025-01-28,BUY,7200.026583387975
trader_22,58.353524257350955,Greed,2025-02-07,2024-12-22,SELL,1754.7152522069637
trader_28,207.91814116199467,Fear,2025-04-20,2025-04-30,BUY,697.6688754224601
trader_14,-58.229921704908946,Fear,2025-01-21,2025-02-22,SELL,15223.681213699745
trader_6,104.65994455276066,Greed,2025-04-20,2024-12-07,BUY,19718.680648828136
trader_11,-3.4474366975899358,Greed,2025-03-06,2025-03-27,BUY,5449.663789143219
trader_14,274.77555055032803,Fear,2025-01-24,2025-04-24,BUY,5853.4669468275915
trader_20,30.75943184685647,Fear,2024-12-29,2025-04-10,BUY,18726.16000351019
trader_4,-59.68478404064366,Fear,2025-04-25,2025-04-14,BUY,12240.20539249861
trader_17,-129.9540603292747,Greed,2025-04-09,2025-04-30,BUY,3889.31702588585
trader_16,-17.90918780534625,Greed,2024-12-27,2025-01-06,SELL,1390.8869916275562
trader_27,14.969082799034396,Neutral,2025-01-19,2025-02-06,SELL,11489.72831085349
trader_6,20.282158697527272,Fear,2025-01-11,2025-03-16,SELL,9324.866901732905
trader_8,113.87603615751873,Greed,2025-04-17,2024-12-18,SELL,8925.840641371691
trader_29,0.1166418307761461,Fear,2024-12-09,2024-12-23,SELL,19400.65391424664
trader_13,-74.76281299881758,Neutral,2024-12-03,2025-03-05,SELL,5626.111555628431
trader_26,-13.060958830572517,Greed,2025-02-24,2025-04-14,BUY,10015.816586793422
trader_4,17.224753216625153,Greed,2025-01-07,2025-02-14,BUY,4660.208264500514
trader_16,-34.97427298718114,Greed,2025-02-08,2025-04-19,BUY,6774.888434831961
trader_17,-191.5638399206559,Fear,2025-02-07,2024-12-15,SELL,15434.92080314817
trader_4,-177.93451154140698,Greed,2024-12-14,2025-04-09,SELL,4347.359616220769
trader_16,-243.40103984894478,Fear,2024-12-02,2025-04-01,BUY,13691.447397742879
trader_2,75.42838165101496,Fear,2025-03-07,2025-01-25,SELL,3028.0665811757563
trader_20,117.68494615785899,Fear,2025-03-11,2025-03-07,SELL,4216.168546364872
trader_24,-76.10087739974944,Greed,2025-04-15,2024-12-14,BUY,950.3195381656367
trader_13,122.79388869888547,Neutral,2025-02-12,2025-04-11,SELL,12794.059451116587
trader_3,-7.667596907469154,Fear,2025-04-05,2025-03-14,SELL,19811.249510099067
trader_28,27.993875047265767,Fear,2025-02-21,2025-04-09,BUY,13301.269162971334
trader_30,-145.65955243309975,Fear,2025-03-09,2024-12-04,BUY,18504.763908264496
trader_29,237.01975959459554,Greed,2024-12-18,2025-05-01,BUY,10764.954171215444
trader_21,289.24577639028143,Greed,2025-04-20,2025-04-16,SELL,13765.585206506123
trader_10,98.5192209334131,Fear,2025-01-15,2025-04-26,SELL,18547.892822472993
trader_27,-63.96424776288261,Greed,2025-04-19,2025-04-07,SELL,2181.27078109339
trader_18,64.23781106911562,Fear,2025-01-09,2025-03-02,SELL,12150.02340010887
trader_25,-66.31740858499113,Greed,2025-02-26,2025-02-15,BUY,11722.815020836868
trader_30,-150.78601541716796,Neutral,2025-04-19,2025-02-16,BUY,1146.4540262877015
trader_3,155.52395842727017,Fear,2025-02-05,2025-03-24,SELL,3545.8867603616786
trader_1,-99.4156495587867,Fear,2024-12-25,2025-02-12,BUY,11270.814751272532
trader_23,-77.57026376071352,Neutral,2025-04-23,2025-04-04,SELL,10204.664876106268
trader_11,-282.69770179721974,Greed,2025-03-22,2025-02-14,BUY,7204.652435802208
trader_5,209.5187472237769,Greed,2025-01-14,2025-02-22,BUY,14105.493675968059
trader_25,276.1436559817878,Greed,2025-04-20,2025-02-14,SELL,7524.522454962918
trader_3,160.40751831102614,Greed,2025-05-01,2025-04-19,SELL,15492.940844213432
trader_11,171.73298561682026,Greed,2024-12-02,2025-02-05,SELL,16280.127293563315
trader_1,-150.86779832956907,Fear,2025-03-20,2025-02-09,SELL,13069.273334874906
trader_15,10.819586851926175,Greed,2025-04-17,2025-02-15,SELL,5940.128816998585
trader_7,159.16015179347028,Neutral,2024-12-19,2025-02-13,BUY,16151.832973078042
trader_24,-96.14320920612576,Fear,2024-12-24,2025-05-02,BUY,5409.850295980224
trader_27,-11.1458817544558,Greed,2025-04-12,2025-03-26,BUY,6408.6856263063155
trader_2,-195.12627279723785,Neutral,2025-02-18,2025-02-22,SELL,12371.706811588052
trader_15,4.626996683376177,Fear,2025-03-11,2025-01-18,SELL,13936.389846313119
trader_18,22.672120325043092,Fear,2025-03-12,2025-02-01,SELL,7740.161755896204
trader_25,125.36174489474287,Neutral,2025-02-02,2024-12-27,BUY,12032.059478619922
trader_29,-199.14014705518633,Neutral,2024-12-12,2025-03-15,BUY,5335.77797385767
trader_4,-201.13986666377795,Greed,2025-04-02,2025-01-27,SELL,15998.896259552279
trader_1,234.6957814931368,Fear,2025-03-19,2025-04-01,SELL,19846.499011480995
trader_30,210.9393404515929,Greed,2025-03-19,2025-04-01,BUY,14118.175468120919
trader_9,-46.705759077126714,Greed,2025-04-28,2024-12-09,SELL,6727.621518479007
trader_9,279.00178710212845,Greed,2025-03-06,2025-04-08,SELL,7300.76943052216
trader_22,74.94263006837647,Greed,2025-03-25,2025-02-14,BUY,1095.246466563995
trader_6,220.62302943274887,Fear,2025-01-16,2025-03-02,SELL,13115.58777900969
trader_14,6.434279308105957,Greed,2025-01-22,2025-05-01,SELL,12200.412645749335
trader_9,96.80976263364718,Greed,2025-03-09,2024-12-19,SELL,19114.47816599807
trader_2,-1.1409545794120106,Fear,2025-02-11,2025-04-01,SELL,8341.623437796145
trader_9,300.61819814473233,Fear,2025-02-16,2025-04-21,SELL,18692.019923384625
trader_13,25.550100851270184,Greed,2025-03-16,2025-04-21,BUY,15324.833324773275
trader_20,37.07890204310583,Greed,2025-03-23,2025-02-18,BUY,6116.060810776998
trader_20,-192.2908863328656,Greed,2025-04-25,2025-02-26,SELL,820.4410238526996
trader_29,31.769493525005675,Greed,2025-04-11,2024-12-06,SELL,14669.892603973063
trader_25,311.2481372374945,Greed,2025-02-22,2025-03-23,BUY,10178.780897116798
trader_23,253.14940336383768,Fear,2024-12-01,2025-03-04,BUY,19256.19195714909
trader_12,22.601892042282554,Fear,2024-12-24,2024-12-23,SELL,931.0503955059015
trader_10,36.22431199388224,Greed,2025-01-11,2024-12-19,SELL,10677.143944827656
trader_28,-136.8148387572457,Neutral,2025-03-21,2025-04-09,BUY,15882.050964777718
trader_30,102.28801013303806,Fear,2024-12-24,2025-03-18,SELL,15900.567605167944
trader_5,98.82304183772635,Fear,2025-01-25,2025-04-15,SELL,13605.159748956694
trader_24,129.24608867775294,Greed,2025-02-07,2025-03-15,BUY,8190.263300429524
trader_12,-188.47415483067093,Greed,2024-12-18,2025-01-12,SELL,1811.2326161657802
trader_29,223.98992793027253,Neutral,2025-04-17,2025-01-02,BUY,6384.301928200215
trader_1,15.565068724986162,Greed,2025-04-24,2025-03-29,BUY,13197.471520502499
trader_23,234.33184415303717,Neutral,2025-01-27,2025-01-03,SELL,15535.648787070953
trader_4,80.58089366101105,Greed,2025-04-11,2025-02-16,BUY,16438.91376103587
trader_13,264.3905900430952,Greed,2025-04-03,2025-03-10,SELL,15594.584188272102
trader_18,147.36800908366496,Greed,2025-02-13,2024-12-20,BUY,6813.939296828461
trader_2,-75.7217550481885,Fear,2024-12-28,2025-01-31,SELL,14034.735983658496
trader_11,173.05962180134955,Neutral,2025-04-18,2024-12-02,BUY,19397.035730736476
trader_28,202.606956130872,Neutral,2024-12-03,2025-02-26,BUY,3161.781436842027
trader_25,81.53288127771785,Fear,2025-03-10,2025-03-28,SELL,14761.54695874974
trader_22,7.832107066382662,Greed,2024-12-03,2025-02-06,BUY,8494.62994013651
trader_27,188.5731354193026,Greed,2024-12-25,2025-02-17,SELL,4887.376160163538
trader_4,223.01974364666074,Greed,2025-02-14,2025-02-21,BUY,6740.829446452086
trader_18,-146.7738406370606,Fear,2024-12-12,2025-04-26,SELL,3746.2043300231317
trader_7,70.23019876793121,Fear,2025-01-22,2025-03-22,BUY,16399.176274240283
trader_9,20.49154585370605,Fear,2025-03-06,2025-01-04,SELL,8055.498179630816
trader_2,334.38245276980587,Fear,2024-12-10,2025-04-27,BUY,18783.577313372218
trader_4,-57.20775805758258,Fear,2025-03-22,2025-03-13,SELL,19344.528081237935
trader_14,133.28695898630235,Fear,2025-04-26,2025-01-10,BUY,19331.975909867535
trader_17,153.9012198148214,Neutral,2025-01-16,2025-04-01,SELL,3536.3723913255367
trader_1,59.28534531241287,Fear,2024-12-07,2025-04-22,SELL,7254.528130432466
trader_3,257.19236216058124,Greed,2025-02-26,2025-01-01,BUY,6552.504757715605
trader_1,35.7997007649531,Greed,2025-01-01,2025-04-20,SELL,18492.23363311655
trader_20,-133.4431705283957,Greed,2024-12-23,2025-04-14,BUY,2186.2667448982093
trader_30,270.27725829304546,Neutral,2025-01-19,2025-04-01,SELL,11978.000636095836
trader_22,-16.994910218418795,Fear,2025-04-26,2025-01-23,SELL,9964.763435525138
trader_29,64.18991476041785,Greed,2025-03-28,2024-12-16,SELL,19537.256040751163
trader_21,26.59222919661295,Fear,2024-12-25,2024-12-10,SELL,19284.34269132716
trader_25,-91.70114794845813,Greed,2025-05-02,2025-01-22,BUY,8767.972712512797
trader_13,-87.50789871697455,Fear,2024-12-06,2025-02-20,SELL,9106.79365224378
trader_14,-181.1104371040885,Greed,2025-03-07,2025-01-03,SELL,7998.430520057
trader_12,127.84176978001177,Greed,2025-04-22,2025-02-23,SELL,15888.85676275724
trader_11,157.96382450400517,Fear,2025-04-27,2025-02-23,SELL,2453.5314071667653
trader_18,87.27423015060688,Greed,2025-03-06,2025-04-08,BUY,2764.8645684746784
trader_2,141.43867518222382,Greed,2024-12-04,2025-01-28,SELL,14241.509414424472
trader_28,30.34031875509258,Greed,2024-12-06,2025-03-09,BUY,825.3918616914616
trader_3,80.26915234139508,Fear,2025-01-28,2024-12-25,BUY,13585.080439582665
trader_4,45.78718019838228,Fear,2025-01-21,2024-12-31,SELL,3009.572591818024
trader_9,39.2167249318095,Greed,2024-12-19,2025-02-12,SELL,15830.618791295012
trader_11,-112.53990780325694,Fear,2025-04-01,2025-04-04,SELL,14922.94974416511
trader_22,247.53068757629407,Greed,2024-12-26,2024-12-03,SELL,4054.0758283601017
trader_29,6.592404995087769,Neutral,2025-01-17,2025-02-24,SELL,15260.187803078348
trader_25,-19.491264261820973,Fear,2025-02-27,2025-03-12,BUY,15909.496344300996
trader_21,-34.31935851455566,Greed,2025-01-07,2025-03-31,SELL,18548.461245663715
trader_25,-7.753152318445004,Neutral,2025-02-22,2025-03-14,SELL,14626.670890204638
trader_9,-6.207255254753029,Greed,2025-04-12,2025-01-31,SELL,17418.222816226375
trader_17,79.42003655510611,Neutral,2025-03-18,2025-02-26,BUY,12930.85489389893
trader_15,-202.50514306080842,Fear,2024-12-03,2025-03-31,SELL,12697.56919376243
trader_9,-79.06115172882608,Greed,2025-01-10,2025-01-02,BUY,13669.207447705152
trader_7,273.0893818523025,Greed,2025-01-05,2025-03-01,BUY,8423.852442794487
trader_27,262.74032084531905,Greed,2024-12-30,2025-04-20,BUY,4957.1884751294465
trader_8,10.877413341977501,Fear,2025-03-26,2025-01-08,BUY,8559.636551397853
trader_3,424.2775138394678,Neutral,2025-03-23,2024-12-29,BUY,12071.109262165239
trader_1,155.13412014873023,Greed,2025-03-03,2025-03-15,BUY,13955.104135966725
trader_4,270.79596830152536,Fear,2025-03-19,2024-12-25,SELL,9405.720630954916
trader_17,63.69751551626342,Neutral,2025-02-27,2024-12-19,SELL,6937.153436010074
trader_1,12.438993331700345,Greed,2025-03-28,2025-03-09,BUY,5314.375709406679
trader_4,192.88884601205996,Fear,2024-12-26,2024-12-16,SELL,4072.380630320685
trader_8,217.65521764002818,Fear,2025-04-12,2025-02-10,SELL,9789.21352202429
trader_28,9.210500975457151,Neutral,2025-03-15,2025-02-23,SELL,14274.62164395183
trader_17,116.08863884815477,Greed,2025-04-16,2024-12-06,BUY,16682.03942187118
trader_26,-390.6982596058366,Fear,2025-01-01,2025-01-06,SELL,7233.583689178391
trader_26,-47.51234761588461,Fear,2025-02-15,2025-01-23,BUY,12417.703227276988
trader_12,264.13856868525113,Fear,2025-03-17,2024-12-04,BUY,9815.306435987677
trader_25,-30.231048106320358,Greed,2025-04-30,2025-02-23,SELL,19342.112440413865
trader_22,42.03011123630424,Neutral,2025-02-26,2024-12-15,BUY,17706.66105404264
trader_16,31.493208324184646,Fear,2025-04-04,2025-01-28,SELL,17704.332275879173
trader_29,-114.2129067354897,Fear,2025-03-20,2025-01-11,SELL,11794.421261145857
trader_5,36.71280854193663,Fear,2025-01-31,2025-03-26,SELL,9018.235497760217
trader_25,18.71888393787282,Fear,2025-01-17,2024-12-06,BUY,13211.213785167085
trader_25,-87.39041506153902,Greed,2025-02-04,2024-12-19,BUY,3613.2225944364745
trader_25,28.357329512400796,Greed,2025-03-21,2025-04-01,SELL,17717.96841319683
trader_13,-126.51940230090187,Greed,2025-02-07,2025-03-14,BUY,5789.038887049226
trader_13,42.66393537827868,Fear,2025-02-12,2025-02-28,SELL,16624.532249168915
trader_12,38.923488442041204,Fear,2025-03-26,2025-04-05,SELL,6320.7702518576925
trader_3,345.91234394715514,Neutral,2025-01-05,2025-02-13,SELL,10679.381175638931
trader_28,-70.02177325174098,Neutral,2024-12-07,2025-03-20,BUY,15559.388416316911
trader_12,171.72253357616165,Fear,2025-04-08,2025-04-21,SELL,8177.908703333967
trader_24,-166.81896680696445,Neutral,2025-01-27,2025-04-01,BUY,7481.073620384033
trader_26,419.40958518330643,Fear,2024-12-20,2024-12-10,SELL,17813.507969515704
trader_30,109.45727363220561,Fear,2025-01-20,2024-12-17,SELL,1843.7253596309924
trader_20,85.9002054131204,Greed,2024-12-01,2024-12-15,SELL,16909.91851839146
trader_20,141.86048861697577,Fear,2025-02-05,2024-12-03,SELL,18599.86981218507
trader_28,59.69019615907079,Greed,2025-01-19,2025-04-29,SELL,11481.638650776727
trader_23,-12.064519165512507,Greed,2025-01-04,2025-01-25,SELL,14071.426526650088
trader_24,-90.5661832455973,Fear,2025-01-28,2024-12-26,SELL,17298.23199361642
trader_20,80.39248386810459,Greed,2025-02-15,2025-03-13,BUY,8992.793575553504
trader_11,238.029947765894,Neutral,2025-03-07,2025-02-25,SELL,17636.3644487651
trader_10,-230.04054756896699,Greed,2024-12-13,2025-01-30,SELL,7759.096205601481
trader_29,382.0509278736506,Greed,2024-12-22,2025-01-24,SELL,6476.192628649608
trader_16,-79.27730287796663,Greed,2025-01-25,2024-12-03,SELL,19672.41055551868
trader_6,96.36896715423043,Fear,2025-04-12,2025-04-20,SELL,1107.38593466032
trader_17,-58.55637914965928,Greed,2025-02-19,2025-05-01,SELL,6731.435539062679
trader_13,41.31113642091941,Greed,2024-12-15,2025-02-07,SELL,9441.726225870658
trader_18,99.09169348644349,Fear,2025-03-19,2025-04-14,SELL,6562.243338161227
trader_12,23.323394963345244,Greed,2025-01-11,2025-01-20,BUY,6002.176378227635
trader_5,76.76205863194875,Greed,2025-04-16,2025-01-23,SELL,7728.274180927854
trader_20,66.50608710901588,Greed,2025-04-03,2024-12-12,BUY,8262.189479432356
trader_16,134.4939644637323,Neutral,2025-02-09,2025-03-29,BUY,1896.2793805277145
trader_30,124.31169713547906,Fear,2025-04-17,2025-03-23,BUY,15617.218407016808
trader_3,-275.1778339845284,Neutral,2025-04-20,2025-03-30,BUY,3780.8134456488256
trader_16,-0.12596654924973905,Greed,2025-04-23,2025-02-27,SELL,1299.9201742103517
trader_11,250.79505180232127,Neutral,2025-02-10,2025-03-16,SELL,12012.39360625701
trader_14,176.70980467858044,Neutral,2025-01-29,2025-03-24,BUY,13537.575919207444
trader_22,-117.30204784874971,Fear,2024-12-31,2024-12-31,SELL,15325.443701938033
trader_26,-5.7637179080355025,Neutral,2025-01-24,2024-12-11,BUY,2211.7942255269754
trader_22,15.765785311009502,Neutral,2025-04-11,2025-03-31,BUY,3848.6372577461775
trader_13,13.323100582981546,Greed,2025-03-12,2025-04-13,BUY,4055.1894963401232
trader_11,25.796099234079183,Neutral,2025-02-28,2025-04-02,BUY,12075.985377317114
trader_14,-26.532466356658006,Fear,2025-03-16,2025-01-14,BUY,17849.56756550179
trader_10,-95.26984536840177,Neutral,2025-01-28,2025-02-28,SELL,14275.327467595012
trader_24,369.0368591996106,Greed,2025-01-10,2025-02-10,BUY,6636.79481046374
trader_18,77.34209143967615,Greed,2024-12-27,2025-03-13,SELL,17136.623617082667
trader_7,17.609851903227224,Fear,2025-02-17,2025-01-06,BUY,13560.975377655172
trader_23,162.77245203011375,Neutral,2025-04-28,2025-03-11,BUY,13924.717374081041
trader_18,-183.87434079618046,Greed,2025-03-22,2025-03-22,BUY,19168.522737323357
trader_29,132.0336796029324,Fear,2025-03-01,2024-12-30,SELL,19032.110505171095
trader_22,-169.6273144656371,Fear,2025-03-23,2025-01-07,SELL,8020.6174562324595
trader_21,104.35032841234947,Greed,2025-04-18,2025-04-23,SELL,12898.782434297647
trader_2,-79.44229024120412,Fear,2025-02-25,2025-04-15,BUY,4439.3957812784265
trader_25,155.11361797967055,Neutral,2025-03-24,2024-12-09,SELL,8532.28895212619
trader_8,448.61931745004733,Greed,2024-12-22,2024-12-21,BUY,5831.553126984534
trader_23,73.10237514691963,Fear,2024-12-23,2025-02-07,SELL,7663.616532898313
trader_15,-174.15043323413803,Fear,2025-02-03,2024-12-19,BUY,13670.42409190392
trader_30,-47.61437377708886,Fear,2025-01-28,2025-03-22,SELL,4599.780957749451
trader_6,101.48138144725061,Neutral,2025-02-27,2025-02-18,BUY,4016.41509456273
trader_21,240.2188286649732,Neutral,2025-03-24,2024-12-18,SELL,7897.098871670178
trader_13,-117.46986244846372,Fear,2025-03-23,2025-02-18,BUY,2413.689737005425
trader_25,330.9700293272395,Greed,2024-12-28,2025-04-04,BUY,16370.92802571602
trader_5,144.9331284054607,Greed,2025-05-02,2025-04-12,SELL,19190.722547974652
trader_29,48.38535954825545,Fear,2024-12-01,2025-03-26,SELL,16126.066620134847
trader_22,179.57045167718914,Fear,2024-12-29,2025-01-01,SELL,10862.45719627798
trader_3,-139.9983078092041,Fear,2025-04-27,2025-02-26,SELL,13645.664455969672
trader_25,-87.02703820570522,Neutral,2025-01-15,2025-02-10,BUY,16208.778473618899
trader_15,-156.19650346492676,Fear,2025-02-15,2025-04-09,BUY,1830.4537659257123
trader_27,386.20303658256614,Greed,2025-04-19,2025-01-23,SELL,8653.417977587334
trader_30,51.97641115197369,Neutral,2025-04-15,2025-03-13,BUY,3303.718450789723
trader_24,77.47372896227247,Greed,2025-04-22,2025-01-11,SELL,2269.488175645505
trader_9,219.87345450345063,Greed,2025-01-08,2025-03-12,SELL,15299.97465607751
trader_17,-163.67645862501172,Fear,2025-03-12,2025-03-29,BUY,17232.381628838553
trader_17,-72.05996151932963,Greed,2025-02-18,2025-03-25,SELL,2134.018751134975
trader_13,103.03651107264295,Fear,2025-04-28,2025-01-29,SELL,3986.635347238088
trader_18,302.9932799800032,Fear,2025-03-20,2025-04-03,BUY,4806.012380058816
trader_20,183.08584084205637,Greed,2024-12-08,2025-01-18,SELL,17210.585403828
trader_26,103.43382010998286,Neutral,2025-01-11,2024-12-23,BUY,18314.59481398756
trader_5,88.73436169541867,Greed,2025-02-17,2025-02-06,SELL,15417.013978268467
trader_13,218.89370238557484,Greed,2025-02-16,2025-01-04,BUY,16029.346734874896
trader_7,-94.69553791193363,Greed,2025-04-27,2025-04-21,SELL,7182.438490956387
trader_4,94.87658644730999,Fear,2025-03-06,2024-12-22,BUY,8462.137107453662
trader_13,120.42671010456793,Greed,2025-01-30,2024-12-03,SELL,5969.540723162475
trader_17,10.425095981399728,Greed,2025-04-18,2025-02-13,BUY,19188.412454283698
trader_8,30.22680570204608,Greed,2025-01-01,2024-12-10,SELL,14689.30016599989
trader_27,-191.55440229411352,Neutral,2025-04-11,2025-02-05,SELL,7156.242075046233
trader_3,-32.560769131452574,Greed,2025-04-12,2025-01-19,SELL,3145.6685555970726
trader_25,-304.69266435128424,Fear,2025-02-14,2025-04-06,BUY,4298.789285094795
trader_16,150.89295100040295,Fear,2025-01-08,2024-12-15,BUY,4479.630571321088
trader_2,68.61409434107992,Greed,2024-12-23,2025-04-01,BUY,12488.816520763712
trader_27,29.875114316035702,Neutral,2025-04-23,2025-01-17,SELL,18107.64865753944
trader_1,88.80975112279785,Fear,2025-01-19,2025-03-24,SELL,17439.216129717424
trader_26,95.19509678540788,Neutral,2025-04-18,2024-12-06,BUY,1859.4917833189345
trader_8,-1.670844104053586,Fear,2025-02-10,2024-12-04,BUY,14326.607091217576
trader_30,-159.29405964691907,Neutral,2025-01-17,2024-12-23,BUY,3769.8798993401088
trader_3,124.70660246802882,Fear,2025-01-03,2025-02-03,BUY,6551.991084890731
trader_17,-98.5653380903994,Fear,2025-04-28,2025-01-25,SELL,11104.230479209573
trader_27,102.54282513064283,Fear,2025-02-01,2024-12-15,BUY,16897.904855075973
trader_19,246.53302132137398,Fear,2025-03-12,2025-04-11,SELL,5116.537471975113
trader_24,315.87621071853175,Neutral,2024-12-17,2025-03-01,SELL,17539.690408452454
trader_16,107.0265284770685,Neutral,2025-01-03,2025-03-14,BUY,14827.45163535207
trader_27,3.592528702799399,Greed,2025-03-15,2024-12-09,BUY,13648.13165122126
